,tweet_id,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,year,month,day,prediction1,prediction1_confidence,prediction1_dog,prediction2,prediction2_confidence,prediction2_dog,prediction3,prediction3_confidence,prediction3_dog,favourite_count,retweet_count
37,882992080364220416,https://twitter.com/dog_rates/status/882992080364220416,13,10,Rusty,None,2017,7,6,eskimo_dog,0.4667779999999999,True,siberian_husky,0.406044,True,dingo,0.0734143999999999,False,24445,4122
38,882627270321602560,https://twitter.com/dog_rates/status/882627270321602560,13,10,Stanley,None,2017,7,5,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,28382,6342
39,882268110199369728,https://twitter.com/dog_rates/status/882268110199369728,13,10,Alfy,None,2017,7,4,golden_retriever,0.762211,True,labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,45880,12118
41,881906580714921986,https://twitter.com/dog_rates/status/881906580714921986,12,10,Rey,None,2017,7,3,weimaraner,0.291539,True,chesapeake_bay_retriever,0.278966,True,koala,0.127017,False,24773,3533
42,881666595344535552,https://twitter.com/dog_rates/status/881666595344535552,13,10,Gary,None,2017,7,3,saluki,0.529012,True,afghan_hound,0.250003,True,golden_retriever,0.160739,True,51522,11099
43,881268444196462592,https://twitter.com/dog_rates/status/881268444196462592,12,10,Elliot,None,2017,7,1,tusker,0.473303,False,indian_elephant,0.245646,False,ibex,0.0556607,False,23501,5358
44,880935762899988482,https://twitter.com/dog_rates/status/880935762899988482,13,10,Louis,None,2017,6,30,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,17346,2886
45,880872448815771648,https://twitter.com/dog_rates/status/880872448815771648,12,10,None,None,2017,6,30,pembroke,0.791416,True,norwich_terrier,0.0613929,True,chihuahua,0.0337257,True,21734,3989
46,880465832366813184,https://twitter.com/dog_rates/status/880465832366813184,12,10,Bella,None,2017,6,29,golden_retriever,0.913255,True,labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,29075,6546
47,880221127280381952,https://twitter.com/dog_rates/status/880221127280381952,12,10,Jesse,None,2017,6,29,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,27640,4436
48,880095782870896641,https://twitter.com/dog_rates/status/880095782870896641,11,10,None,None,2017,6,28,miniature_pinscher,0.120298,True,rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,28150,4533
49,879862464715927552,https://twitter.com/dog_rates/status/879862464715927552,13,10,Romeo,None,2017,6,28,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,22667,3642
50,879492040517615616,https://twitter.com/dog_rates/status/879492040517615616,12,10,Bailey,None,2017,6,27,german_short-haired_pointer,0.479896,True,vizsla,0.1243529999999999,True,bath_towel,0.0733202,False,23822,3323
51,879415818425184262,https://twitter.com/dog_rates/status/879415818425184262,13,10,Duddles,None,2017,6,26,english_springer,0.383404,True,boston_bull,0.134967,True,cardigan,0.110481,True,107956,45849
52,879376492567855104,https://twitter.com/dog_rates/status/879376492567855104,12,10,Jack,None,2017,6,26,tricycle,0.663601,False,labrador_retriever,0.0334961,True,pembroke,0.0188266,True,17099,3261
53,879050749262655488,https://twitter.com/dog_rates/status/879050749262655488,11,10,Steven,None,2017,6,25,tabby,0.311861,False,window_screen,0.169123,False,egyptian_cat,0.132932,False,23022,4941
54,879008229531029506,https://twitter.com/dog_rates/status/879008229531029506,13,10,Beau,None,2017,6,25,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True,19317,2812
55,878281511006478336,https://twitter.com/dog_rates/status/878281511006478336,13,10,Shadow,None,2017,6,23,basset,0.32042,True,collie,0.215975,True,appenzeller,0.1285069999999999,True,7913,1349
56,878057613040115712,https://twitter.com/dog_rates/status/878057613040115712,14,10,Emmy,None,2017,6,23,french_bulldog,0.839097,True,boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True,42876,7181
57,877736472329191424,https://twitter.com/dog_rates/status/877736472329191424,13,10,Aja,None,2017,6,22,chesapeake_bay_retriever,0.8379559999999999,True,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True,71144,17300
58,877556246731214848,https://twitter.com/dog_rates/status/877556246731214848,12,10,Penny,None,2017,6,21,basset,0.995368,True,welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,23258,3994
59,877316821321428993,https://twitter.com/dog_rates/status/877316821321428993,13,10,Dante,None,2017,6,21,saluki,0.5099670000000001,True,italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,27907,5414
60,877201837425926144,https://twitter.com/dog_rates/status/877201837425926144,12,10,Nelly,None,2017,6,20,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,27755,5880
61,876484053909872640,https://twitter.com/dog_rates/status/876484053909872640,13,10,Benedict,None,2017,6,18,golden_retriever,0.874566,True,irish_terrier,0.0373542,True,chow,0.0167235999999999,True,19163,2511
62,876120275196170240,https://twitter.com/dog_rates/status/876120275196170240,13,10,Venti,None,2017,6,17,bernese_mountain_dog,0.534327,True,saint_bernard,0.346312,True,greater_swiss_mountain_dog,0.0949327,True,28490,4903
63,875747767867523072,https://twitter.com/dog_rates/status/875747767867523072,13,10,Goose,None,2017,6,16,labrador_retriever,0.799551,True,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True,25773,4497
64,875144289856114688,https://twitter.com/dog_rates/status/875144289856114688,13,10,Nugget,None,2017,6,15,siberian_husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False,22185,5081
65,875021211251597312,https://twitter.com/dog_rates/status/875021211251597312,12,10,None,None,2017,6,14,west_highland_white_terrier,0.7143189999999999,True,siberian_husky,0.0919133,True,great_pyrenees,0.0460381999999999,True,26022,4922
66,874680097055178752,https://twitter.com/dog_rates/status/874680097055178752,12,10,Cash,None,2017,6,13,labrador_retriever,0.836052,True,staffordshire_bullterrier,0.0470690999999999,True,beagle,0.0360071,True,28439,4875
67,874057562936811520,https://twitter.com/dog_rates/status/874057562936811520,12,10,None,None,2017,6,12,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.0404369,True,newfoundland,0.0282283,True,23134,4125
69,873580283840344065,https://twitter.com/dog_rates/status/873580283840344065,13,10,None,None,2017,6,10,newfoundland,0.678537,True,tibetan_mastiff,0.244022,True,chow,0.0485295,True,24837,4143
70,872820683541237760,https://twitter.com/dog_rates/status/872820683541237760,13,10,None,None,2017,6,8,pug,0.99912,True,french_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,15029,3884
71,872620804844003328,https://twitter.com/dog_rates/status/872620804844003328,13,10,Monkey,None,2017,6,8,cocker_spaniel,0.513191,True,sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,21309,3911
72,872486979161796608,https://twitter.com/dog_rates/status/872486979161796608,12,10,None,None,2017,6,7,pembroke,0.931861,True,cardigan,0.0377211999999999,True,chihuahua,0.0119667,True,41606,9429
73,872261713294495745,https://twitter.com/dog_rates/status/872261713294495745,13,10,Harry,None,2017,6,7,labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,chesapeake_bay_retriever,0.00735927,True,35085,6649
74,872122724285648897,https://twitter.com/dog_rates/status/872122724285648897,12,10,Kody,None,2017,6,6,basketball,0.808396,False,pug,0.0667363,True,dalmatian,0.0545697999999999,True,35324,8549
75,871879754684805121,https://twitter.com/dog_rates/status/871879754684805121,13,10,Lassie,None,2017,6,6,shetland_sheepdog,0.969171,True,collie,0.0182607,True,pomeranian,0.00851534,True,39090,11918
76,871032628920680449,https://twitter.com/dog_rates/status/871032628920680449,13,10,Boomer,None,2017,6,3,kelpie,0.398053,True,macaque,0.0689549,False,dingo,0.0506018,False,23255,3999
77,870804317367881728,https://twitter.com/dog_rates/status/870804317367881728,11,10,None,None,2017,6,3,home_theater,0.16829,False,sandbar,0.0980404,False,television,0.0797293999999999,False,33791,6393
78,870656317836468226,https://twitter.com/dog_rates/status/870656317836468226,13,10,Cody,None,2017,6,2,pembroke,0.945495,True,cardigan,0.0458755,True,beagle,0.00432943,True,12819,2817
79,870374049280663552,https://twitter.com/dog_rates/status/870374049280663552,13,10,Zoey,None,2017,6,1,golden_retriever,0.841001,True,great_pyrenees,0.0992784,True,labrador_retriever,0.0326213,True,85011,27680
80,870308999962521604,https://twitter.com/dog_rates/status/870308999962521604,13,10,Rumble,None,2017,6,1,greater_swiss_mountain_dog,0.6227520000000001,True,appenzeller,0.158463,True,entlebucher,0.148115,True,22453,4384
81,870063196459192321,https://twitter.com/dog_rates/status/870063196459192321,14,10,Clifford,None,2017,5,31,comic_book,0.534409,False,envelope,0.2807219999999999,False,book_jacket,0.0437855,False,37771,8840
82,869772420881756160,https://twitter.com/dog_rates/status/869772420881756160,13,10,Dewey,None,2017,5,31,pembroke,0.980148,True,cardigan,0.0192711,True,malamute,0.00013626,True,43710,10663
83,869702957897576449,https://twitter.com/dog_rates/status/869702957897576449,13,10,Stanley,None,2017,5,30,pembroke,0.993449,True,cardigan,0.00632508,True,chihuahua,0.000177598,True,29116,6728
84,869227993411051520,https://twitter.com/dog_rates/status/869227993411051520,13,10,Gizmo,None,2017,5,29,pembroke,0.664181,True,chihuahua,0.169234,True,cardigan,0.1327,True,21112,4023
85,868880397819494401,https://twitter.com/dog_rates/status/868880397819494401,14,10,Walter,None,2017,5,28,laptop,0.153718,False,french_bulldog,0.0999839,True,printer,0.0771299,False,55098,12518
86,868622495443632128,https://twitter.com/dog_rates/status/868622495443632128,13,10,None,None,2017,5,28,labrador_retriever,0.868107,True,great_pyrenees,0.060973,True,saint_bernard,0.0334889,True,28295,6275
87,868552278524837888,https://twitter.com/dog_rates/status/868552278524837888,12,10,Cooper,None,2017,5,27,whippet,0.378151,True,italian_greyhound,0.275935,True,american_staffordshire_terrier,0.0949906,True,10539,2240
88,867900495410671616,https://twitter.com/dog_rates/status/867900495410671616,12,10,None,None,2017,5,26,labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,24964,4439
89,867774946302451713,https://twitter.com/dog_rates/status/867774946302451713,13,10,Harold,None,2017,5,25,border_collie,0.661953,True,cardigan,0.175718,True,collie,0.0871424,True,35179,7788
91,867051520902168576,https://twitter.com/dog_rates/status/867051520902168576,13,10,None,None,2017,5,23,samoyed,0.4714029999999999,True,pekinese,0.302219,True,pomeranian,0.156606,True,33420,8425
92,866686824827068416,https://twitter.com/dog_rates/status/866686824827068416,12,10,Lili,None,2017,5,22,flat-coated_retriever,0.51473,True,groenendael,0.306407,True,curly-coated_retriever,0.0613140999999999,True,20070,3727
93,866334964761202691,https://twitter.com/dog_rates/status/866334964761202691,12,10,Coco,None,2017,5,21,samoyed,0.984086,True,pomeranian,0.00791928,True,keeshond,0.00332813,True,54720,15546
94,865718153858494464,https://twitter.com/dog_rates/status/865718153858494464,13,10,Boomer,None,2017,5,19,golden_retriever,0.673664,True,kuvasz,0.157523,True,labrador_retriever,0.126073,True,26640,6008
95,865359393868664832,https://twitter.com/dog_rates/status/865359393868664832,13,10,Sammy,None,2017,5,19,chesapeake_bay_retriever,0.832435,True,labrador_retriever,0.163551,True,weimaraner,0.00277025,True,27530,5384
96,865006731092295680,https://twitter.com/dog_rates/status/865006731092295680,13,10,Nelly,None,2017,5,18,pembroke,0.989882,True,cardigan,0.00990646,True,basenji,0.000134952,True,29063,8209
97,864873206498414592,https://twitter.com/dog_rates/status/864873206498414592,14,10,None,None,2017,5,17,pole,0.478616,False,lakeside,0.1141819999999999,False,wreck,0.0559265,False,33651,9361
98,864279568663928832,https://twitter.com/dog_rates/status/864279568663928832,12,10,Meatball,None,2017,5,16,bull_mastiff,0.668613,True,french_bulldog,0.180562,True,staffordshire_bullterrier,0.0522374,True,15195,3266
99,864197398364647424,https://twitter.com/dog_rates/status/864197398364647424,13,10,Paisley,None,2017,5,15,golden_retriever,0.945905,True,labrador_retriever,0.0212636,True,tibetan_mastiff,0.0204928,True,31459,9616
100,863907417377173506,https://twitter.com/dog_rates/status/863907417377173506,13,10,Albus,None,2017,5,15,marmot,0.358828,False,meerkat,0.174703,False,weasel,0.123485,False,21477,4441
101,863553081350529029,https://twitter.com/dog_rates/status/863553081350529029,13,10,Neptune,None,2017,5,14,eskimo_dog,0.41333,True,malamute,0.347646,True,siberian_husky,0.149536,True,15935,4489
102,863432100342583297,https://twitter.com/dog_rates/status/863432100342583297,12,10,Belle,None,2017,5,13,staffordshire_bullterrier,0.690517,True,french_bulldog,0.10336,True,beagle,0.0794893999999999,True,24829,5664
103,863079547188785154,https://twitter.com/dog_rates/status/863079547188785154,14,10,None,None,2017,5,12,lakeland_terrier,0.275242,True,airedale,0.190569,True,teddy,0.102595,False,9094,1195
104,863062471531167744,https://twitter.com/dog_rates/status/863062471531167744,13,10,Quinn,None,2017,5,12,french_bulldog,0.935804,True,pug,0.0595761999999999,True,boxer,0.00141218,True,8945,2687
105,862831371563274240,https://twitter.com/dog_rates/status/862831371563274240,13,10,Zooey,None,2017,5,12,australian_terrier,0.207281,True,irish_terrier,0.156296,True,german_shepherd,0.1235359999999999,True,20011,5457
106,862722525377298433,https://twitter.com/dog_rates/status/862722525377298433,11,10,Dave,None,2017,5,11,basset,0.39333,True,beagle,0.242034,True,boxer,0.0776925,True,17779,3809
107,862457590147678208,https://twitter.com/dog_rates/status/862457590147678208,13,10,Jersey,None,2017,5,11,home_theater,0.4963479999999999,False,studio_couch,0.167256,False,barber_chair,0.052625,False,21492,5388
108,862096992088072192,https://twitter.com/dog_rates/status/862096992088072192,13,10,None,None,2017,5,10,chow,0.677589,True,pomeranian,0.270648,True,pekinese,0.0381099,True,66437,21840
110,861383897657036800,https://twitter.com/dog_rates/status/861383897657036800,13,10,Hobbes,None,2017,5,8,cardigan,0.771008,True,pembroke,0.137174,True,french_bulldog,0.0633086,True,37744,11528
111,861288531465048066,https://twitter.com/dog_rates/status/861288531465048066,13,10,None,None,2017,5,7,syringe,0.1447119999999999,False,oxygen_mask,0.1066839999999999,False,bouvier_des_flandres,0.0826102,True,18032,4479
112,861005113778896900,https://twitter.com/dog_rates/status/861005113778896900,12,10,Burt,None,2017,5,6,german_shepherd,0.507951,True,pembroke,0.136113,True,muzzle,0.0757641999999999,False,17538,4119
114,860563773140209665,https://twitter.com/dog_rates/status/860563773140209665,13,10,Lorenzo,None,2017,5,5,cardigan,0.583936,True,pembroke,0.0559794,True,beagle,0.0458957,True,7878,2334
115,860524505164394496,https://twitter.com/dog_rates/status/860524505164394496,13,10,Carl,None,2017,5,5,bedlington_terrier,0.286558,True,toy_poodle,0.2351929999999999,True,lakeland_terrier,0.0879506999999999,True,24678,5698
116,860276583193509888,https://twitter.com/dog_rates/status/860276583193509888,12,10,Jordy,None,2017,5,4,lakeside,0.312299,False,dock,0.159842,False,canoe,0.0707945,False,19154,3745
117,860184849394610176,https://twitter.com/dog_rates/status/860184849394610176,14,10,None,None,2017,5,4,chimpanzee,0.267612,False,gorilla,0.104293,False,orangutan,0.0599075,False,17474,6295
118,859924526012018688,https://twitter.com/dog_rates/status/859924526012018688,12,10,Milky,None,2017,5,4,french_bulldog,0.254587,True,staffordshire_bullterrier,0.1925579999999999,True,hog,0.10027,False,20021,4349
119,859851578198683649,https://twitter.com/dog_rates/status/859851578198683649,13,10,Trooper,None,2017,5,3,labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True,16105,3780
120,859196978902773760,https://twitter.com/dog_rates/status/859196978902773760,12,10,quite,None,2017,5,2,angora,0.2242179999999999,False,malamute,0.216163,True,persian_cat,0.128383,False,75193,25661
121,859074603037188101,https://twitter.com/dog_rates/status/859074603037188101,13,10,None,None,2017,5,1,revolver,0.190292,False,projectile,0.149064,False,fountain,0.0660466,False,35553,14740
122,858471635011153920,https://twitter.com/dog_rates/status/858471635011153920,13,10,Sophie,None,2017,4,30,pembroke,0.987407,True,cardigan,0.00872303,True,basenji,0.00342373,True,22640,5271
123,858107933456039936,https://twitter.com/dog_rates/status/858107933456039936,12,10,Wyatt,None,2017,4,28,golden_retriever,0.863874,True,labrador_retriever,0.01592,True,doormat,0.0106153,False,16524,3154
124,857989990357356544,https://twitter.com/dog_rates/status/857989990357356544,12,10,Rosie,None,2017,4,28,french_bulldog,0.43258,True,english_springer,0.325898,True,lakeland_terrier,0.0426179,True,16952,2812
125,857746408056729600,https://twitter.com/dog_rates/status/857746408056729600,13,10,Thor,None,2017,4,28,labrador_retriever,0.919832,True,beagle,0.0435129999999999,True,golden_retriever,0.0233588,True,36021,11524
126,857393404942143489,https://twitter.com/dog_rates/status/857393404942143489,13,10,None,None,2017,4,27,malamute,0.8415969999999999,True,siberian_husky,0.0736435,True,eskimo_dog,0.0721286,True,6236,1785
127,857263160327368704,https://twitter.com/dog_rates/status/857263160327368704,13,10,Oscar,None,2017,4,26,samoyed,0.998021,True,pomeranian,0.000921636,True,keeshond,0.0003112609999999,True,21041,4934
128,857029823797047296,https://twitter.com/dog_rates/status/857029823797047296,12,10,Zeke,None,2017,4,26,golden_retriever,0.968623,True,labrador_retriever,0.0103252,True,saluki,0.00414842,True,19910,4364
129,856543823941562368,https://twitter.com/dog_rates/status/856543823941562368,12,10,Callie,None,2017,4,24,boston_bull,0.30691,True,siamese_cat,0.191218,False,chihuahua,0.189288,True,17135,3131
130,856526610513747968,https://twitter.com/dog_rates/status/856526610513747968,14,10,None,None,2017,4,24,old_english_sheepdog,0.798481,True,tibetan_terrier,0.0606024,True,standard_poodle,0.0407219,True,12446,2068
131,856282028240666624,https://twitter.com/dog_rates/status/856282028240666624,14,10,Cermet,None,2017,4,23,chihuahua,0.8765430000000001,True,italian_greyhound,0.0329618,True,cardigan,0.0207759,True,29086,6841
132,855459453768019968,https://twitter.com/dog_rates/status/855459453768019968,12,10,quite,None,2017,4,21,blenheim_spaniel,0.389513,True,pekinese,0.18822,True,japanese_spaniel,0.0826282,True,31657,8987
133,854732716440526848,https://twitter.com/dog_rates/status/854732716440526848,12,10,Marlee,None,2017,4,19,pembroke,0.6955479999999999,True,cardigan,0.0589016999999999,True,chow,0.0284106,True,24188,6690
134,854482394044301312,https://twitter.com/dog_rates/status/854482394044301312,13,10,Arya,None,2017,4,18,chihuahua,0.260242,True,toy_poodle,0.189158,True,labrador_retriever,0.144195,True,31131,7608
135,854365224396361728,https://twitter.com/dog_rates/status/854365224396361728,13,10,Einstein,None,2017,4,18,pembroke,0.90708,True,cardigan,0.086272,True,chihuahua,0.00141323,True,20046,5159
136,853760880890318849,https://twitter.com/dog_rates/status/853760880890318849,12,10,Alice,None,2017,4,17,miniature_pinscher,0.292519,True,chihuahua,0.120946,True,rottweiler,0.11949,True,30414,6403
137,853639147608842240,https://twitter.com/dog_rates/status/853639147608842240,13,10,None,None,2017,4,16,german_shepherd,0.509879,True,malinois,0.237311,True,kelpie,0.0469162,True,37198,11265
138,853299958564483072,https://twitter.com/dog_rates/status/853299958564483072,13,10,Rumpole,None,2017,4,15,grille,0.65228,False,beach_wagon,0.112846,False,convertible,0.0862523,False,16508,3928
139,852912242202992640,https://twitter.com/dog_rates/status/852912242202992640,12,10,Benny,None,2017,4,14,great_dane,0.7837649999999999,True,rhodesian_ridgeback,0.114147,True,english_foxhound,0.0464395,True,9658,2037
140,852672615818899456,https://twitter.com/dog_rates/status/852672615818899456,12,10,Aspen,None,2017,4,13,golden_retriever,0.7112350000000001,True,otterhound,0.0682347,True,sussex_spaniel,0.0465617,True,15939,2388
141,852553447878664193,https://twitter.com/dog_rates/status/852553447878664193,13,10,Jarod,None,2017,4,13,bloodhound,0.186498,True,brabancon_griffon,0.1390279999999999,True,rottweiler,0.12594,True,17492,3885
142,852311364735569921,https://twitter.com/dog_rates/status/852311364735569921,13,10,Wiggles,None,2017,4,13,barbell,0.971581,False,dumbbell,0.0284179,False,go-kart,5.59504e-07,False,35325,10961
143,852226086759018497,https://twitter.com/dog_rates/status/852226086759018497,14,10,General,None,2017,4,12,prison,0.3527929999999999,False,dishwasher,0.110723,False,file,0.094112,False,21378,7570
144,852189679701164033,https://twitter.com/dog_rates/status/852189679701164033,12,10,Sailor,None,2017,4,12,barrow,0.42315,False,bernese_mountain_dog,0.4153739999999999,True,entlebucher,0.0673454,True,12217,1741
146,851591660324737024,https://twitter.com/dog_rates/status/851591660324737024,11,10,None,None,2017,4,11,cardigan,0.394507,True,chihuahua,0.077254,True,french_bulldog,0.0765588,True,17300,3819
148,851224888060895234,https://twitter.com/dog_rates/status/851224888060895234,13,10,Snoop,None,2017,4,10,car_mirror,0.971512,False,seat_belt,0.00706346,False,standard_poodle,0.00568265,True,22090,6350
